;Casa Circondariale Brissogne;cc.brissogne@giustiziacert.it;Francesco Sframeli;Localita' Les Iles, 14 - 11020 Brissogne (AO);1
;Casa Circondariale Busto Arsizio;cc.bustoarsizio@giustiziacert.it;Orazio Sorrentino;Via Per Cassano, 102 - 21052 Busto Arsizio (VA);1
;"Casa Circondariale Cagliari ""Ettore Scalas""";cc.cagliari@giustiziacert.it;Gianfranco Pala;Zona Industriale Macchiareddu, 2da Strada Ovest - 09010 Uta (CA);1
;Casa Circondariale Caltagirone;cc.caltagirone@giustiziacert.it;Rocco Mattia;Contrada San Nicola - 95041 Caltagirone (CT);1
;Casa Circondariale Caltanissetta;cc.caltanissetta@giustiziacert.it;Marzia Spadaro;Via Messina, 94 - 93100 Caltanissetta (CL);1
;Casa Circondariale Camerino;cc.camerino@giustiziacert.it;n d;Via L. Sparapani, 8 - 62032 Camerino (MC);1
;Casa Circondariale Campobasso;cc.campobasso@giustiziacert.it;Armanda Rossi;Via Cavour, 52 - 86100 Campobasso (CB);1
;Casa Circondariale Cassino;cc.cassino@giustiziacert.it;Stefania Rossi;Via Sferracavalli, 3 - 03043 Cassino (FR);1
;Casa Circondariale Castelvetrano;cc.castelvetrano@giustiziacert.it;Salvatore Savalli;Contrada Strasatto s.n.c. - 91022 Castelvetrano (TP);1
;"Casa Circondariale Castrovillari ""Rosetta Sisca""";cc.castrovillari@giustiziacert.it;Luigi Calonico;Via Sergio Cosmai, 1 - 87012 Castrovillari (CS);1
;"Casa Circondariale Catania ""Bicocca""";cc.bicocca.catania@giustiziacert.it;Angelo Di Natale;Tangenziale Ovest Km. 8 - 95100 Catania (CT);1
;"Casa Circondariale Catania ""Piazza Lanza""";cc.lanza.catania@giustiziacert.it;Nunzio Cosentino;Piazza Vincenzo Lanza, 11 - 95123 Catania (CT);1
;"Casa Circondariale Catanzaro ""Ugo Caridi""";cc.catanzaro@giustiziacert.it;Giuseppe Mungo;Via tre fontane, 28 - 88100 Catanzaro (CZ);1
;Casa Circondariale Chieti;cc.chieti@giustiziacert.it;Giuseppina Ruggero;Via Ianni, 30 - 66100 Chieti (CH);1
;"Casa Circondariale Civitavecchia ""Nuovo Complesso""";cc.civitavecchia@giustiziacert.it;Nazareno Gufi;Via Aurelia Nord Km 79.5 - 00053 Civitavecchia (RM);1
;Casa Circondariale Como;cc.como@giustiziacert.it;Carla Santandrea;Via Bassone, 11 - 22100 Como (CO);1
;"Casa Circondariale Cosenza ""Sergio Cosmai""";cc.cosenza@giustiziacert.it;Rossella Basile;Via Giacomo Mancini, 320 - 87100 Cosenza (CS);1
;Casa Circondariale Cremona;cc.cremona@giustiziacert.it;Antonella Bellezza;Via Palosca, 2 - 26100 Cremona (CR);1
;Casa Circondariale Crotone;cc.crotone@giustiziacert.it;Antonio Federico;Localita' Passovecchio - 88900 Crotone (KR);1
;Casa Circondariale Cuneo;cc.cuneo@giustiziacert.it;Giovanni Marino Tateo;Via Roncata, 75 - 12100 Cuneo (CN);1
;"Casa Circondariale Enna ""Luigi Bodenza""";cc.enna@giustiziacert.it;Letizia Bellelli;Via Palermo, 20 - 94100 Enna (EN);1
;Casa Circondariale Femminile Pozzuoli;cc.pozzuoli@giustiziacert.it;Paolo Verbena;Via G. Pergolesi, 140 - 80078 Pozzuoli (NA);1
;"Casa Circondariale Femminile Roma ""Rebibbia - Germana Stefanini""";ccsf.roma@giustiziacert.it;Ida Del Grosso;Via Bartolo Longo, 92 - 00156 Roma (RM);1
;"Casa Circondariale Ferrara ""Costantino Satta""";cc.ferrara@giustiziacert.it;Carmela De Lorenzo;Via Arginone, 329 - 44121 Ferrara (FE);1
;"Casa Circondariale Firenze ""Mario Gozzini""";cc.gozzini.firenze@giustiziacert.it;Margherita Michelini;Via G. Minervini, 8 - 50142 Firenze (FI);1
;"Casa Circondariale Firenze ""Sollicciano""";cc.sollicciano.firenze@giustiziacert.it;Oreste Cacurri;Via G. Minervini, 2/R - 50142 Firenze (FI);1
;Casa Circondariale Foggia;cc.foggia@giustiziacert.it;Piergiorgio Bonito;Via delle Casermette, 22 - 71121 Foggia (FG);1
;Casa Circondariale Forli';cc.forli@giustiziacert.it;Palma Mercurio;Via della Rocca, 4 - 47121 Forli' (FC);1
;"Casa Circondariale Frosinone ""Giuseppe Pagliei""";cc.frosinone@giustiziacert.it;Giuseppina Del Genio;Via Cerreto, 55 - 03100 Frosinone (FR);1
;Casa Circondariale Gela;cc.gela@giustiziacert.it;Antonino Valenti;Contrada Balate - 93012 Gela (CL);1
;"Casa Circondariale Genova ""Marassi""";cc.marassi.genova@giustiziacert.it;Angela Raffa;Piazzale Marassi, 2 - 16139 Genova (GE);1
;"Casa Circondariale Genova ""Pontedecimo""";cc.pontedecimo.genova@giustiziacert.it;Elisabetta La Macchia;Via Coni Zugna, 33 (Pontedecimo) - 16164 Genova (GE);1
;Casa Circondariale Giarre;cc.giarre@giustiziacert.it;Santo Pizzino;Via Ugo Foscolo, 67 - 95014 Giarre (CT);1
;Casa Circondariale Gorizia;cc.gorizia@giustiziacert.it;Irene Iannucci;Via Barzellini, 4 - 34170 Gorizia (GO);1
;Casa Circondariale Grosseto;cc.grosseto@giustiziacert.it;Cristina Morrone;via Aurelio Saffi , 23 - 58100 Grosseto (GR);1
;Casa Circondariale Imperia;cc.imperia@giustiziacert.it;Antonio Galdini;Via Giacomo Agnesi, 2 - 18100 Imperia (IM);1
;Casa Circondariale Isernia;cc.isernia@giustiziacert.it;Barbara Lenzini;Via Ponte San Leonardo, 5 - 86170 Isernia (IS);1
;Casa Circondariale Ivrea;cc.ivrea@giustiziacert.it;Assuntina Di Rienzo;Corso Vercelli, 165 - 10015 Ivrea (TO);1
;Casa Circondariale L'Aquila;cc.laquila@giustiziacert.it;Oreste Maria Bologna;Via Amiternina 3 Localita' Costarelle di Preturo - 67100 L'Aquila (AQ);1
;Casa Circondariale La Spezia;cc.laspezia@giustiziacert.it;Loredana Sarbia;Piazza Falcone Borsellino, 1 - 19125 La Spezia (SP);1
;Casa Circondariale Lanciano;cc.lanciano@giustiziacert.it;Simonetta Trovarelli;Villa Stanazzo, 212/A - 66034 Lanciano (CH);1
;"Casa Circondariale Lanusei ""S. Daniele""";cc.lanusei@giustiziacert.it;Marco Porcu;Viale Europa, 10 - 08045 Lanusei (OG);1
;Casa Circondariale Larino;cc.larino@giustiziacert.it;Rosa La Ginestra;Via Monte Arcano, 2 - 86035 Larino (CB);1
;Casa Circondariale Latina;cc.latina@giustiziacert.it;Giovanna Tommasino;Via Aspromonte, 100 - 04100 Latina (LT);1
;Casa Circondariale Lauro;cc.lauro@giustiziacert.it;Ester Mocerino;Via Provinciale Bosagro - 83023 Lauro (AV);1
;"Casa Circondariale Lecce ""Nuovo Complesso""";cc.lecce@giustiziacert.it;Pasquale Margari;Borgo S. Nicola - 73100 Lecce (LE);1
;Casa Circondariale Lecco;cc.lecco@giustiziacert.it;Antonina D'Onofrio;Via Cesare Beccaria, 9 - 23900 Lecco (LC);1
;Casa Circondariale Livorno;cc.livorno@giustiziacert.it;Santina Savoca;Via delle Macchie, 9 - 57121 Livorno (LI);1
;Casa Circondariale Locri;cc.locri@giustiziacert.it;Giuseppina Nucara;Via Vittorio Veneto, 63 - 89044 Locri (RC);1
;Casa Circondariale Lodi;cc.lodi@giustiziacert.it;Stefania Mussio;Via F. Cagnola - 26900 Lodi (LO);1
;Casa Circondariale Lucca;cc.lucca@giustiziacert.it;Francesco Ruello;Via San Giorgio, 110 - 55100 Lucca (LU);1
;Casa Circondariale Lucera;cc.lucera@giustiziacert.it;Filomena Zangardi;Piazza Tribunali, 16 - 71036 Lucera (FG);1
;Casa Circondariale Mantova;cc.mantova@giustiziacert.it;Rossella Padula;Via Carlo Poma, 3 - 46100 Mantova (MN);1
;Casa Circondariale Massa Marittima;cc.massamarittima@giustiziacert.it;Carlo Alberto Mazzerbo;Via Martiri della Noccioleta - 58024 Massa Marittima (GR);1
;Casa Circondariale Matera;cc.matera@giustiziacert.it;Mariateresa Angela Percoco;Via Cererie, 24 - 75100 Matera (MT);1
;Casa Circondariale Melfi;cc.melfi@giustiziacert.it;Francesco Paolo Sagace;Via Lecce - 85025 Melfi (PZ);1
;Casa Circondariale Messina;cc.messina@giustiziacert.it;Angelo Lotito;Via Consolare Valeria, 2 - 98100 Messina (ME);1
;"Casa Circondariale Milano ""San Vittore""";cc.milano@giustiziacert.it;Gloria Manzelli;Piazza Filangieri, 2 - 20123 Milano (MI);1
;Casa Circondariale Modena;cc.modena@giustiziacert.it;Rosa Alba Casella;Via S. Anna, 370 - 41121 Modena (MO);1
;Casa Circondariale Monza;cc.monza@giustiziacert.it;Maria Pitaniello;Via A. Sanquirico, 6 - 20900 Monza (MB);1
;"Casa Circondariale Napoli ""Poggioreale - Giuseppe Salvia""";cc.poggioreale.napoli@giustiziacert.it;Vincenzo Cirillo;Via Nuova Poggioreale, 177 - 80143 Napoli (NA);1
;Casa Circondariale Novara;cc.novara@giustiziacert.it;Giacoma Iraci Sareri;Via Sforzesca, 49 - 28100 Novara (NO);1
;Casa Circondariale Nuoro;cc.nuoro@giustiziacert.it;Patrizia Incollu;Badu E Carros - 08100 Nuoro (NU);1
;Casa Circondariale Padova;cc.padova@giustiziacert.it;Antonella Reale;Via Due Palazzi, 25/A - 35136 Padova (PD);1
;"Casa Circondariale Palermo ""Pagliarelli - Antonio Lorusso""";cc.pagliarelli.palermo@giustiziacert.it;Giuseppe Pavone;PIAZZA PIETRO CERULLI, 1 - 90127 Palermo (PA);1
;"Casa Circondariale Palmi ""Filippo Sansone""";cc.palmi@giustiziacert.it;Carmelo Burrone;Via Trodio, 1 - 89015 Palmi (RC);1
;Casa Circondariale Paola;cc.paola@giustiziacert.it;Salvatore Panaro;Via Paolino Maria Quattrone,1 - 87027 Paola (CS);1
;Casa Circondariale Pavia;cc.pavia@giustiziacert.it;Iolanda Vitale;Via Vigentina, 85 - 27100 Pavia (PV);1
;"Casa Circondariale Perugia ""Capanne""";cc.perugia@giustiziacert.it;Bernardina Di Mario;Strada Pievaiola, 252 - 06132 Perugia (PG);1
;Casa Circondariale Pesaro;cc.pesaro@giustiziacert.it;Maria Teresa Peccerillo;Via Fontesecco, 88 - 61121 Pesaro (PU);1
;Casa Circondariale Pescara;cc.pescara@giustiziacert.it;Claudio Di Carlo;Via San Donato, 2 - 65129 Pescara (PE);1
;"Casa Circondariale Piacenza ""San Lazzaro""";cc.piacenza@giustiziacert.it;Caterina Zurlo;Strada Delle Novate, 65 - 29121 Piacenza (PC);1
;Casa Circondariale Piazza Armerina;cc.piazzaarmerina@giustiziacert.it;Giovanni Politi;Via Fabrizio De Andre', 1 ( ex c.da Cicciona) - 94015 Piazza Armerina (EN);1
;Casa Circondariale Pisa;cc.pisa@giustiziacert.it;Fabio Prestopino;Via Don Bosco, 43 - 56121 Pisa (PI);1
;Casa Circondariale Pistoia;cc.pistoia@giustiziacert.it;Tazio Bianchi;via dei macelli ,13 - 51100 Pistoia (PT);1
;Casa Circondariale Pordenone;cc.pordenone@giustiziacert.it;Alberto Quagliotto;Piazza Motta, 10 - 33170 Pordenone (PN);1
;"Casa Circondariale Potenza ""Antonio Santoro""";cc.potenza@giustiziacert.it;Michele Ferrandina;Via Appia, 175 - 85100 Potenza (PZ);1
;Casa Circondariale Prato;cc.prato@giustiziacert.it;Vincenzo Tedeschi;Via La Montagnola, 76 - 59100 Prato (PO);1
;Casa Circondariale Ragusa;cc.ragusa@giustiziacert.it;Pietro Casiraro;Via G. Di Vittorio, 26 - 97100 Ragusa (RG);1
;Casa Circondariale Ravenna;cc.ravenna@giustiziacert.it;Carmela DeLorenzo;Via Port'aurea, 57 - 48121 Ravenna (RA);1
;"Casa Circondariale Reggio Calabria ""Arghilla'""";cc.arghilla.reggiocalabria@giustiziacert.it;Maria Rosaria Lupo;Contrada Rugola, s.n.c. - 89135 Reggio Calabria (RC);1
;"Casa Circondariale Reggio Calabria ""Giuseppe Panzera""";cc.reggiocalabria@giustiziacert.it;Francesca Calabro';Via Carcere Nuovo, 15 - 89100 Reggio Calabria (RC);1
;"Casa Circondariale Rieti ""Nuovo Complesso""";cc.rieti@giustiziacert.it;Mauro Maccioni;Via Maestri del Lavoro, 2/C - 02100 Rieti (RI);1
;Casa Circondariale Rimini;cc.rimini@giustiziacert.it;Palma Mercurio;Via S. Cristina, 19 - 47921 Rimini (RN);1
;"Casa Circondariale Roma ""Rebibbia Nuovo Complesso - R. Cinotti""";cc.rebibbianc.roma@giustiziacert.it;Antonella Rasola;Via Raffaele Majetti, 70 - 00156 Roma (RM);1
;"Casa Circondariale Roma ""Rebibbia Terza Casa""";cc.rebibbia.roma@giustiziacert.it;Annunziata Passannante;Via Bartolo Longo, 82 - 00156 Roma (RM);1
;"Casa Circondariale Roma ""Regina Coeli""";cc.reginacoeli.roma@giustiziacert.it;Anna Angeletti;Via Della Lungara, 29 - 00165 Roma (RM);1
;"Casa Circondariale Rovigo ""Nuovo Complesso""";cc.rovigo@giustiziacert.it;Massimiliano Forgione;Strada Regionale 443 Dir. N. 2 - 45100 Rovigo (RO);1
;"Casa Circondariale S. Maria Capua Vetere ""Francesco Uccella""";cc.santamariacapuavetere@giustiziacert.it;Mirella Piccolo;Strada Statale 7-bis Via Appia Km 6.500 - 81055 Santa Maria Capua Vetere (CE);1
;"Casa Circondariale Salerno ""Antonio Caputo""";cc.salerno@giustiziacert.it;Caterina Sergio;Via del Tonazzo, 1 - 84121 Salerno (SA);1
;Casa Circondariale San Severo;cc.sansevero@giustiziacert.it;Giacomo Salvemini;Via Emilio Dotoli, 1 - 71016 San Severo (FG);1
;"Casa Circondariale Sassari ""Giovanni Bacchiddu""";cc.sassari@giustiziacert.it;Patrizia Incollu;Localita' Bancali - 07100 Sassari (SS);1
;"Casa Circondariale Savona ""Sant'Agostino"" - Ufficio stralcio""";cc.savona@giustiziacert.it;Giovanni Moscato;Piazza Monticello, 4 - 17100 Savona (SV);1
;Casa Circondariale Sciacca;cc.sciacca@giustiziacert.it;Domenico Butera;Via Pietro Gerardi, 45 - 92019 Sciacca (AG);1
;"Casa Circondariale Sezione Reclusione Brescia ""Verziano""";cr.brescia@giustiziacert.it;Francesca Lucrezi;Via Flero, 157 - 25157 Brescia (BS);1
;Casa Circondariale Siena;cc.siena@giustiziacert.it;Sergio La Montagna;Piazza S. Spirito, 3 - 53100 Siena (SI);1
;Casa Circondariale Siracusa;cc.siracusa@giustiziacert.it;Giuseppe Amenta;Contrada Cavadonna - 96100 Siracusa (SR);1
;Casa Circondariale Sondrio;cc.sondrio@giustiziacert.it;Gianfranco Mongelli;Via Antonio Caimi - 23100 Sondrio (SO);1
;Casa Circondariale Taranto;cc.taranto@giustiziacert.it;Patrizia Ricchiuti;Via Carmelo Magli, 1 - 74121 Taranto (TA);1
;Casa Circondariale Teramo;cc.teramo@giustiziacert.it;Fernando Di Flamminio;C.da Castrogno - 64100 Teramo (TE);1
;"Casa Circondariale Termini Imerese ""Antonino Burrafato""";cc.terminiimerese@giustiziacert.it;Maria Gullo;Via Zara, 28 - 90018 Termini Imerese (PA);1
;Casa Circondariale Terni;cc.terni@giustiziacert.it;Paolo Canarezza;Via Delle Campore, 32 - 05100 Terni (TR);1
;Casa Circondariale Tolmezzo;cc.tolmezzo@giustiziacert.it;Silvia Della Branca;Via Paluzza, 77 - 33028 Tolmezzo (UD);1
;"Casa Circondariale Torino ""Lorusso e Cotugno""";cc.levallette.torino@giustiziacert.it;Mirto Peirolo Maritano;Via Maria Adelaide Aglietta, 35 - 10151 Torino (TO);1
;"Casa Circondariale Trapani ""Pietro Cerulli""";cc.trapani@giustiziacert.it;Salvatore Francesco Fileti;Via Madonna Di Fatima, 222 - Comune di ERICE (Fraz. Casa Santa) - 91100 Trapani (TP);1
;"Casa Circondariale Trento ""Spini di Gardolo""";cc.trento@giustiziacert.it;n d;Via Cesare Beccaria, 13 - 38121 Trento (TN);1
;Casa Circondariale Treviso;cc.treviso@giustiziacert.it;Francesco Massimo;Via Santa Bona Nuova, 5/B - 31100 Treviso (TV);1
;Casa Circondariale Trieste;cc.trieste@giustiziacert.it;Alberto Quagliotto;Via Coroneo, 26 - 34100 Trieste (TS);1
;Casa Circondariale Udine;cc.udine@giustiziacert.it;Irene Iannucci;Via Spalato, 30 - 33100 Udine (UD);1
;Casa Circondariale Vallo Della Lucania;cc.vallodellalucania@giustiziacert.it;Mariarosaria Casaburo;Via A.R. Passero 39 - 84078 Vallo della Lucania (SA);1
;Casa Circondariale Varese;cc.varese@giustiziacert.it;Gianfranco Mongelli;Via Felicita Morandi, 5 - 21100 Varese (VA);1
;Casa Circondariale Velletri;cc.velletri@giustiziacert.it;Maria Antonietta Ventriglia;Via Campoleone, 97 - 00049 Velletri (RM);1
;"Casa Circondariale Venezia ""Santa Maria Maggiore""";cc.venezia@giustiziacert.it;Immacolata Mannarella;Via Santa Croce, 324 - 30135 Venezia (VE);1
;Casa Circondariale Verbania;cc.verbania@giustiziacert.it;Tullia Ardito;Via G. Castelli, 7 - 28921 Verbania (VB);1
;Casa Circondariale Vercelli;cc.vercelli@giustiziacert.it;Tullia Ardito;Via del Rollone, 19 - 13100 Vercelli (VC);1
;"Casa Circondariale Verona ""Montorio""";cc.verona@giustiziacert.it;Mariagrazia Bregoli;Via San Michele, 15 - 37141 Verona (VR);1
;"Casa Circondariale Vibo Valentia ""Nuovo Complesso""";cc.vibovalentia@giustiziacert.it;Patrizia Cosentini;Contrada Cocari - 89900 Vibo Valentia (VV);1
;Casa Circondariale Vicenza;cc.vicenza@giustiziacert.it;Fabrizio Cacciabue;Via Dalla Scola, 150 - 36100 Vicenza (VI);1
;"Casa Circondariale Viterbo ""Nuovo Complesso""";cc.viterbo@giustiziacert.it;Teresa Mascolo;Strada Santissimo Salvatore, 14B - 01100 Viterbo (VT);1
;"Casa Circondariale Voghera ""Nuovo Complesso""";cc.voghera@giustiziacert.it;Maria Gabriella Lusi;Via Prati Nuovi, 7 - 27058 Voghera (PV);1
;"Casa Reclusione Alba ""Giuseppe Montalto""";cc.alba@giustiziacert.it;Giuseppina Piscioneri;Via Vivaro, 14 Localita' Toppino - 12051 Alba (CN);2
;"Casa Reclusione Alessandria ""San Michele""";cr.alessandria@giustiziacert.it;Elena Lombardi Vallauri;Strada Statale 31, 50/A - Loc. San Michele - 15121 Alessandria (AL);2
;"Casa Reclusione Alghero ""Giuseppe Tomasiello""";cr.alghero@giustiziacert.it;Elisa Milanesi;Via V.Emanuele, 28 - 07041 Alghero (SS);2
;Casa Reclusione Altamura;cc.altamura@giustiziacert.it;Michele Cornacchia;Via dell'Uva Spina,18 - 70022 Altamura (BA);2
;"Casa Reclusione Ancona ""Barcaglione""";cr.ancona@giustiziacert.it;Maurizio Pennelli;Via Colle Ameno, 25 - 60126 Ancona (AN);2
;"Casa Reclusione Arbus ""Is Arenas""";cr.isarenas@giustiziacert.it;Pierluigi Farci;Localita' Is Arenas - 09031 Arbus (VS);2
;Casa Reclusione Asti;cc.asti@giustiziacert.it;Renata Remondino;Localita' Quarto Inferiore, 266 - 14100 Asti (AT);2
;Casa Reclusione Augusta;cr.augusta@giustiziacert.it;Luigi Acierno;Contrada Piano Ippolito - 96011 Augusta (SR);2
;"Casa Reclusione Aversa ""Filippo Saporito""";cr.aversa@giustiziacert.it;Antonio Cinque;Via S. Francesco da Paola, 2 - 81031 Aversa (CE);2
;"Casa Reclusione Carinola ""G.B. Novelli""";cc.carinola@giustiziacert.it;Patrizia Piccolo;Via S. Biagio, 6 - 81030 Carinola (CE);2
;Casa Reclusione Castelfranco Emilia;cli.castelfrancoemilia@giustiziacert.it;Gianluca Candiano;Via Forte Urbano, 1 - 41013 Castelfranco Emilia (MO);2
;Casa Reclusione Chiavari;cc.chiavari@giustiziacert.it;Maurizia Farina;Via al Gasometro, 2 - 16043 Chiavari (GE);2
;"Casa Reclusione Civitavecchia ""Giuseppe Passerini""";cr.civitavecchia@giustiziacert.it;n d;Via Tarquinia, 20 - 00053 Civitavecchia (RM);2
;Casa Reclusione Eboli;cr.eboli@giustiziacert.it;Dario Migliaccio;Via Castello, 10 - 84025 Eboli (SA);2
;"Casa Reclusione Favignana ""Giuseppe Barraco""";cr.favignana@giustiziacert.it;Vincenzo Morana;VIA Aurelio Padovani, 1 - 91023 Favignana (TP);2
;"Casa Reclusione Femminile Venezia ""Giudecca""";cr.venezia@giustiziacert.it;n d;Via Sant'Eufemia, 712 - 30133 Venezia (VE);2
;Casa Reclusione Fermo;cc.fermo@giustiziacert.it;Eleonora Consoli;Viale 20 Giugno , 1 - 63900 Fermo (FM);2
;Casa Reclusione Fossano;cr.fossano@giustiziacert.it;Giuseppina Piscioneri;Via San Giovanni Bosco, 48 - 12045 Fossano (CN);2
;Casa Reclusione Fossombrone;cr.fossombrone@giustiziacert.it;n d;Viale Leopardi, 2 - 61034 Fossombrone (PU);2
;Casa Reclusione Isili;cr.isili@giustiziacert.it;Marco Porcu;Via Case Sparse Localita' Sarcidano - 08033 Isili (CA);2
;"Casa Reclusione Laureana di Borrello ""Luigi Daga""";cc.laureanadiborrello@giustiziacert.it;Gregorio Montalto;Viale Paolo Quattrone, 7 - 89023 Laureana di Borrello (RC);2
;Casa Reclusione Massa;cr.massa@giustiziacert.it;Maria Martone;Via Pietro Pellegrini, 17 - 54100 Massa (MS);2
;"Casa Reclusione Milano-Bollate ""II C.R.""";cr.bollate@giustiziacert.it;Massimo Parisi;Via Cristina Belgioioso, 120 - 20157 Milano (MI);2
;"Casa Reclusione Milano-Opera ""I C.R.""";cr.opera@giustiziacert.it;Giacinto Siciliano;Via Camporgnago, 40 - 20141 Milano (MI);2
;Casa Reclusione Noto;cr.noto@giustiziacert.it;Salvatore Filiberto;Via Garibaldi, 8 - 96017 Noto (SR);2
;"Casa Reclusione Onani' ""Mamone""";cr.lode@giustiziacert.it;Simona Mellozzi;Via Centrale, 3 - 08020 Onani' (NU);2
;"Casa Reclusione Oristano ""Salvatore Soro""";cc.oristano@giustiziacert.it;Pier Luigi Farci;Localita' Massama - 09170 Oristano (OR);2
;Casa Reclusione Orvieto;cr.orvieto@giustiziacert.it;Luca Sardella;Via Roma, 1 - 05018 Orvieto (TR);2
;Casa Reclusione Padova;cr.padova@giustiziacert.it;Salvatore Pirruccio;Via Due Palazzi, 35 - 35136 Padova (PD);2
;"Casa Reclusione Palermo ""Ucciardone - Calogero Di Bona""";cr.ucciardone.palermo@giustiziacert.it;Martino Fabrizio Antonino Borghi Catalano Toscano;Via Enrico Albanese, 3 - 90139 Palermo (PA);2
;Casa Reclusione Paliano;cr.paliano@giustiziacert.it;Nadia Cersosimo;Via Giuseppe Garibaldi, 6 - 03018 Paliano (FR);2
;"Casa Reclusione Porto Azzurro ""Pasquale De Santis""";cr.portoazzurro@giustiziacert.it;Paolo Sanna;Forte S. Giacomo, 1 - 57036 Porto Azzurro (LI);2
;"Casa Reclusione Roma ""Rebibbia""";cr.roma@giustiziacert.it;Stefano Ricca;Via Bartolo Longo, 72 - 00156 Roma (RM);2
;"Casa Reclusione Rossano ""Nuovo Complesso""";cr.rossano@giustiziacert.it;Cinzia Ventimiglia;Contrada Ciminata - 87067 Rossano (CS);2
;"Casa Reclusione Saluzzo ""Rodolfo Morandi""";cr.saluzzo@giustiziacert.it;Giorgio Leggieri;Regioni Bronda, 19/b Localita' Cascina Felicina - 12037 Saluzzo (CN);2
;Casa Reclusione San Cataldo;cr.sancataldo@giustiziacert.it;Toto' Falsone;Piazza Marconi, 2 - 93017 San Cataldo (CL);2
;Casa Reclusione San Gimignano;cr.sangimignano@giustiziacert.it;Giuseppe Altomare;Localita' Ciuciano Ranza, 20 - 53037 San Gimignano (SI);2
;"Casa Reclusione Sanremo ""Nuovo Complesso""";cc.sanremo@giustiziacert.it;Silva Galante;Strada Armea, 144/A - 18038 Sanremo (IM);2
;"Casa Reclusione Sant'Angelo dei Lombardi ""Bartolo, Famiglietti e Forgetta""";cr.santangelodeilombardi@giustiziacert.it;Alessandro D'Aloiso;Contrada Selvatico, snc - 83054 Sant'Angelo dei Lombardi (AV);2
;Casa Reclusione Spoleto;cr.spoleto@giustiziacert.it;Luca Sardella;Via Maiano, 10 - 06049 Spoleto (PG);2
;Casa Reclusione Sulmona;cr.sulmona@giustiziacert.it;Luisa Pesante;Via Lamaccio, 2 - 67039 Sulmona (AQ);2
;"Casa Reclusione Tempio Pausania ""Paolo Pittalis""";cc.tempiopausania@giustiziacert.it;Marco Porcu;Localita' Nuchis - 07029 Tempio Pausania (OT);2
;Casa Reclusione Turi;cr.turi@giustiziacert.it;Antonio Ruscitto;Piazza Aldo Moro, 4 - 70010 Turi (BA);2
;Casa Reclusione Vigevano;cc.vigevano@giustiziacert.it;Davide Pisapia;Via Gravellona, 240 - 27029 Vigevano (PV);2
